,I_e,I_i,stability,turing,p_random,p_down,wavenumber
0,0.6400000000000001,-1.0,1,0,1,1,
0,0.6600000000000001,-1.0,1,0,1,1,
0,0.6799999999999999,-1.0,1,0,1,1,
0,0.7,-1.0,1,0,1,1,
0,0.72,-1.0,1,0,1,1,
0,0.74,-1.0,1,0,1,1,
0,0.76,-1.0,1,0,1,1,
0,0.78,-1.0,1,0,1,1,
0,0.8,-1.0,1,0,1,1,
0,0.8200000000000001,-1.0,1,0,1,1,
0,0.8400000000000001,-1.0,1,0,1,1,
0,0.8600000000000001,-1.0,1,0,1,1,
0,0.8800000000000001,-1.0,1,0,1,1,
0,0.9000000000000001,-1.0,1,0,1,1,
0,0.9199999999999999,-1.0,1,0,1,1,
0,0.94,-1.0,1,0,1,1,
0,0.96,-1.0,1,0,1,1,
0,0.98,-1.0,1,0,1,1,
0,1.0,-1.0,1,0,1,1,
0,-1.0,-0.98,1,0,1,1,
0,-0.98,-0.98,1,0,1,1,
0,-0.96,-0.98,1,0,1,1,
0,-0.94,-0.98,1,0,1,1,
0,-0.92,-0.98,1,0,1,1,
0,-0.9,-0.98,1,0,1,1,
0,-0.88,-0.98,1,0,1,1,
0,-0.86,-0.98,1,0,1,1,
0,-0.84,-0.98,1,0,1,1,
0,-0.8200000000000001,-0.98,1,0,1,1,
0,-0.8,-0.98,1,0,1,1,
0,-0.78,-0.98,1,0,1,1,
0,-0.76,-0.98,1,0,1,1,
0,-0.74,-0.98,1,0,1,1,
0,-0.72,-0.98,1,0,1,1,
0,-0.7,-0.98,1,0,1,1,
0,-0.6799999999999999,-0.98,1,0,1,1,
0,-0.6599999999999999,-0.98,0,0,2,2,
0,-0.64,-0.98,0,0,2,2,
0,-0.62,-0.98,0,0,2,2,
0,-0.6,-0.98,0,0,2,2,
0,-0.5800000000000001,-0.98,0,0,2,2,
0,-0.56,-0.98,0,0,2,2,
0,-0.54,-0.98,0,0,2,2,
0,-0.52,-0.98,0,0,2,2,
0,-0.5,-0.98,0,0,2,2,
0,-0.48,-0.98,0,0,2,2,
0,-0.45999999999999996,-0.98,0,0,2,2,
0,-0.43999999999999995,-0.98,0,0,2,2,
0,-0.42000000000000004,-0.98,0,0,2,2,
0,-0.4,-0.98,0,0,2,2,
0,-0.38,-0.98,0,0,2,2,
0,-0.36,-0.98,0,0,2,2,
0,-0.33999999999999997,-0.98,0,0,2,2,
0,-0.31999999999999995,-0.98,0,0,2,2,
0,-0.29999999999999993,-0.98,0,0,2,2,
0,-0.28,-0.98,0,0,2,2,
0,-0.26,-0.98,0,0,2,2,
0,-0.24,-0.98,0,0,2,2,
0,-0.21999999999999997,-0.98,0,0,2,2,
0,-0.19999999999999996,-0.98,0,0,2,2,
0,-0.17999999999999994,-0.98,0,0,2,2,
0,-0.16000000000000003,-0.98,0,0,2,2,
0,-0.14,-0.98,0,0,2,2,
0,-0.12,-0.98,0,0,2,2,
0,-0.09999999999999998,-0.98,0,0,2,2,
0,-0.07999999999999996,-0.98,0,0,2,2,
0,-0.05999999999999994,-0.98,0,0,2,2,
0,-0.040000000000000036,-0.98,0,0,2,2,
0,-0.020000000000000018,-0.98,0,0,2,2,
0,0.0,-0.98,0,0,2,2,
0,0.020000000000000018,-0.98,0,0,2,2,
0,0.040000000000000036,-0.98,0,0,2,2,
0,0.06000000000000005,-0.98,0,0,2,2,
0,0.08000000000000007,-0.98,0,0,2,2,
0,0.10000000000000009,-0.98,0,0,2,2,
0,0.1200000000000001,-0.98,0,0,2,2,
0,0.14000000000000012,-0.98,1,0,1,1,
0,0.15999999999999992,-0.98,1,0,1,1,
0,0.17999999999999994,-0.98,1,0,1,1,
0,0.19999999999999996,-0.98,1,0,1,1,
0,0.21999999999999997,-0.98,1,0,1,1,
0,0.24,-0.98,1,0,1,1,
0,0.26,-0.98,1,0,1,1,
0,0.28,-0.98,1,0,1,1,
0,0.30000000000000004,-0.98,1,0,1,1,
0,0.32000000000000006,-0.98,1,0,1,1,
0,0.3400000000000001,-0.98,1,0,1,1,
0,0.3600000000000001,-0.98,1,0,1,1,
0,0.3800000000000001,-0.98,1,0,1,1,
0,0.40000000000000013,-0.98,1,0,1,1,
0,0.41999999999999993,-0.98,1,0,1,1,
0,0.43999999999999995,-0.98,1,0,1,1,
0,0.45999999999999996,-0.98,1,0,1,1,
0,0.48,-0.98,1,0,1,1,
0,0.5,-0.98,1,0,1,1,
0,0.52,-0.98,1,0,1,1,
0,0.54,-0.98,1,0,1,1,
0,0.56,-0.98,1,0,1,1,
0,0.5800000000000001,-0.98,1,0,1,1,
0,0.6000000000000001,-0.98,1,0,1,1,
0,0.6200000000000001,-0.98,1,0,1,1,
0,0.6400000000000001,-0.98,1,0,1,1,
0,0.6600000000000001,-0.98,1,0,1,1,
0,0.6799999999999999,-0.98,1,0,1,1,
0,0.7,-0.98,1,0,1,1,
0,0.72,-0.98,1,0,1,1,
0,0.74,-0.98,1,0,1,1,
0,0.76,-0.98,1,0,1,1,
0,0.78,-0.98,1,0,1,1,
0,0.8,-0.98,1,0,1,1,
0,0.8200000000000001,-0.98,1,0,1,1,
0,0.8400000000000001,-0.98,1,0,1,1,
0,0.8600000000000001,-0.98,1,0,1,1,
0,0.8800000000000001,-0.98,1,0,1,1,
0,0.9000000000000001,-0.98,1,0,1,1,
0,0.9199999999999999,-0.98,1,0,1,1,
0,0.94,-0.98,1,0,1,1,
0,0.96,-0.98,1,0,1,1,
0,0.98,-0.98,1,0,1,1,
0,1.0,-0.98,1,0,1,1,
0,-1.0,-0.96,1,0,1,1,
0,-0.98,-0.96,1,0,1,1,
0,-0.96,-0.96,1,0,1,1,
0,-0.94,-0.96,1,0,1,1,
0,-0.92,-0.96,1,0,1,1,
0,-0.9,-0.96,1,0,1,1,
0,-0.88,-0.96,1,0,1,1,
0,-0.86,-0.96,1,0,1,1,
0,-0.84,-0.96,1,0,1,1,
0,-0.8200000000000001,-0.96,1,0,1,1,
0,-0.8,-0.96,1,0,1,1,
0,-0.78,-0.96,1,0,1,1,
0,-0.76,-0.96,1,0,1,1,
0,-0.74,-0.96,1,0,1,1,
0,-0.72,-0.96,1,0,1,1,
0,-0.7,-0.96,1,0,1,1,
0,-0.6799999999999999,-0.96,1,0,1,1,
0,-0.6599999999999999,-0.96,1,1,1,1,0.25030651003357435
0,-0.64,-0.96,0,0,2,2,
0,-0.62,-0.96,0,0,2,2,
0,-0.6,-0.96,0,0,2,2,
0,-0.5800000000000001,-0.96,0,0,2,2,
0,-0.56,-0.96,0,0,2,2,
0,-0.54,-0.96,0,0,2,2,
0,-0.52,-0.96,0,0,2,2,
0,-0.5,-0.96,0,0,2,2,
0,-0.48,-0.96,0,0,2,2,
0,-0.45999999999999996,-0.96,0,0,2,2,
0,-0.43999999999999995,-0.96,0,0,2,2,
0,-0.42000000000000004,-0.96,0,0,2,2,
0,-0.4,-0.96,0,0,2,2,
0,-0.38,-0.96,0,0,2,2,
0,-0.36,-0.96,0,0,2,2,
0,-0.33999999999999997,-0.96,0,0,2,2,
0,-0.31999999999999995,-0.96,0,0,2,2,
0,-0.29999999999999993,-0.96,0,0,2,2,
0,-0.28,-0.96,0,0,2,2,
0,-0.26,-0.96,0,0,2,2,
0,-0.24,-0.96,0,0,2,2,
0,-0.21999999999999997,-0.96,0,0,2,2,
0,-0.19999999999999996,-0.96,0,0,2,2,
0,-0.17999999999999994,-0.96,0,0,2,2,
0,-0.16000000000000003,-0.96,0,0,2,2,
0,-0.14,-0.96,0,0,2,2,
0,-0.12,-0.96,0,0,2,2,
0,-0.09999999999999998,-0.96,0,0,2,2,
0,-0.07999999999999996,-0.96,0,0,2,2,
0,-0.05999999999999994,-0.96,0,0,2,2,
0,-0.040000000000000036,-0.96,0,0,2,2,
0,-0.020000000000000018,-0.96,0,0,2,2,
0,0.0,-0.96,0,0,2,2,
0,0.020000000000000018,-0.96,0,0,2,2,
0,0.040000000000000036,-0.96,0,0,2,2,
0,0.06000000000000005,-0.96,0,0,2,2,
0,0.08000000000000007,-0.96,0,0,2,2,
0,0.10000000000000009,-0.96,0,0,2,2,
0,0.1200000000000001,-0.96,0,0,2,2,
0,0.14000000000000012,-0.96,1,0,1,1,
0,0.15999999999999992,-0.96,1,0,1,1,
0,0.17999999999999994,-0.96,1,0,1,1,
0,0.19999999999999996,-0.96,1,0,1,1,
0,0.21999999999999997,-0.96,1,0,1,1,
0,0.24,-0.96,1,0,1,1,
0,0.26,-0.96,1,0,1,1,
0,0.28,-0.96,1,0,1,1,
0,0.30000000000000004,-0.96,1,0,1,1,
0,0.32000000000000006,-0.96,1,0,1,1,
0,0.3400000000000001,-0.96,1,0,1,1,
0,0.3600000000000001,-0.96,1,0,1,1,
0,0.3800000000000001,-0.96,1,0,1,1,
0,0.40000000000000013,-0.96,1,0,1,1,
0,0.41999999999999993,-0.96,1,0,1,1,
0,0.43999999999999995,-0.96,1,0,1,1,
0,0.45999999999999996,-0.96,1,0,1,1,
0,0.48,-0.96,1,0,1,1,
0,0.5,-0.96,1,0,1,1,
0,0.52,-0.96,1,0,1,1,
0,0.54,-0.96,1,0,1,1,
0,0.56,-0.96,1,0,1,1,
0,0.5800000000000001,-0.96,1,0,1,1,
0,0.6000000000000001,-0.96,1,0,1,1,
0,0.6200000000000001,-0.96,1,0,1,1,
0,0.6400000000000001,-0.96,1,0,1,1,
0,0.6600000000000001,-0.96,1,0,1,1,
0,0.6799999999999999,-0.96,1,0,1,1,
0,0.7,-0.96,1,0,1,1,
0,0.72,-0.96,1,0,1,1,
0,0.74,-0.96,1,0,1,1,
0,0.76,-0.96,1,0,1,1,
0,0.78,-0.96,1,0,1,1,
0,0.8,-0.96,1,0,1,1,
0,0.8200000000000001,-0.96,1,0,1,1,
0,0.8400000000000001,-0.96,1,0,1,1,
0,0.8600000000000001,-0.96,1,0,1,1,
0,0.8800000000000001,-0.96,1,0,1,1,
0,0.9000000000000001,-0.96,1,0,1,1,
0,0.9199999999999999,-0.96,1,0,1,1,
0,0.94,-0.96,1,0,1,1,
0,0.96,-0.96,1,0,1,1,
0,0.98,-0.96,1,0,1,1,
0,1.0,-0.96,1,0,1,1,
0,-1.0,-0.94,1,0,1,1,
0,-0.98,-0.94,1,0,1,1,
0,-0.96,-0.94,1,0,1,1,
0,-0.94,-0.94,1,0,1,1,
0,-0.92,-0.94,1,0,1,1,
0,-0.9,-0.94,1,0,1,1,
0,-0.88,-0.94,1,0,1,1,
0,-0.86,-0.94,1,0,1,1,
0,-0.84,-0.94,1,0,1,1,
0,-0.8200000000000001,-0.94,1,0,1,1,
0,-0.8,-0.94,1,0,1,1,
0,-0.78,-0.94,1,0,1,1,
0,-0.76,-0.94,1,0,1,1,
0,-0.74,-0.94,1,0,1,1,
0,-0.72,-0.94,1,0,1,1,
0,-0.7,-0.94,1,0,1,1,
0,-0.6799999999999999,-0.94,1,0,1,1,
0,-0.6599999999999999,-0.94,1,1,1,1,0.35029350338671716
0,-0.64,-0.94,0,0,2,2,
0,-0.62,-0.94,0,0,2,2,
0,-0.6,-0.94,0,0,2,2,
0,-0.5800000000000001,-0.94,0,0,2,2,
0,-0.56,-0.94,0,0,2,2,
0,-0.54,-0.94,0,0,2,2,
0,-0.52,-0.94,0,0,2,2,
0,-0.5,-0.94,0,0,2,2,
0,-0.48,-0.94,0,0,2,2,
0,-0.45999999999999996,-0.94,0,0,2,2,
0,-0.43999999999999995,-0.94,0,0,2,2,
0,-0.42000000000000004,-0.94,0,0,2,2,
0,-0.4,-0.94,0,0,2,2,
0,-0.38,-0.94,0,0,2,2,
0,-0.36,-0.94,0,0,2,2,
0,-0.33999999999999997,-0.94,0,0,2,2,
0,-0.31999999999999995,-0.94,0,0,2,2,
0,-0.29999999999999993,-0.94,0,0,2,2,
0,-0.28,-0.94,0,0,2,2,
0,-0.26,-0.94,0,0,2,2,
0,-0.24,-0.94,0,0,2,2,
0,-0.21999999999999997,-0.94,0,0,2,2,
0,-0.19999999999999996,-0.94,0,0,2,2,
0,-0.17999999999999994,-0.94,0,0,2,2,
0,-0.16000000000000003,-0.94,0,0,2,2,
0,-0.14,-0.94,0,0,2,2,
0,-0.12,-0.94,0,0,2,2,
0,-0.09999999999999998,-0.94,0,0,2,2,
0,-0.07999999999999996,-0.94,0,0,2,2,
0,-0.05999999999999994,-0.94,0,0,2,2,
0,-0.040000000000000036,-0.94,0,0,2,2,
0,-0.020000000000000018,-0.94,0,0,2,2,
0,0.0,-0.94,0,0,2,2,
0,0.020000000000000018,-0.94,0,0,2,2,
0,0.040000000000000036,-0.94,0,0,2,2,
0,0.06000000000000005,-0.94,0,0,2,2,
0,0.08000000000000007,-0.94,0,0,2,2,
0,0.10000000000000009,-0.94,0,0,2,2,
0,0.1200000000000001,-0.94,0,0,2,2,
0,0.14000000000000012,-0.94,1,0,1,1,
0,0.15999999999999992,-0.94,1,0,1,1,
0,0.17999999999999994,-0.94,1,0,1,1,
0,0.19999999999999996,-0.94,1,0,1,1,
0,0.21999999999999997,-0.94,1,0,1,1,
0,0.24,-0.94,1,0,1,1,
0,0.26,-0.94,1,0,1,1,
0,0.28,-0.94,1,0,1,1,
0,0.30000000000000004,-0.94,1,0,1,1,
0,0.32000000000000006,-0.94,1,0,1,1,
0,0.3400000000000001,-0.94,1,0,1,1,
0,0.3600000000000001,-0.94,1,0,1,1,
0,0.3800000000000001,-0.94,1,0,1,1,
0,0.40000000000000013,-0.94,1,0,1,1,
0,0.41999999999999993,-0.94,1,0,1,1,
0,0.43999999999999995,-0.94,1,0,1,1,
0,0.45999999999999996,-0.94,1,0,1,1,
0,0.48,-0.94,1,0,1,1,
0,0.5,-0.94,1,0,1,1,
0,0.52,-0.94,1,0,1,1,
0,0.54,-0.94,1,0,1,1,
0,0.56,-0.94,1,0,1,1,
0,0.5800000000000001,-0.94,1,0,1,1,
0,0.6000000000000001,-0.94,1,0,1,1,
0,0.6200000000000001,-0.94,1,0,1,1,
0,0.6400000000000001,-0.94,1,0,1,1,
0,0.6600000000000001,-0.94,1,0,1,1,
0,0.6799999999999999,-0.94,1,0,1,1,
0,0.7,-0.94,1,0,1,1,
0,0.72,-0.94,1,0,1,1,
0,0.74,-0.94,1,0,1,1,
0,0.76,-0.94,1,0,1,1,
0,0.78,-0.94,1,0,1,1,
0,0.8,-0.94,1,0,1,1,
0,0.8200000000000001,-0.94,1,0,1,1,
0,0.8400000000000001,-0.94,1,0,1,1,
0,0.8600000000000001,-0.94,1,0,1,1,
0,0.8800000000000001,-0.94,1,0,1,1,
0,0.9000000000000001,-0.94,1,0,1,1,
0,0.9199999999999999,-0.94,1,0,1,1,
0,0.94,-0.94,1,0,1,1,
0,0.96,-0.94,1,0,1,1,
0,0.98,-0.94,1,0,1,1,
0,1.0,-0.94,1,0,1,1,
0,-1.0,-0.92,1,0,1,1,
0,-0.98,-0.92,1,0,1,1,
0,-0.96,-0.92,1,0,1,1,
0,-0.94,-0.92,1,0,1,1,
0,-0.92,-0.92,1,0,1,1,
0,-0.9,-0.92,1,0,1,1,
0,-0.88,-0.92,1,0,1,1,
0,-0.86,-0.92,1,0,1,1,
0,-0.84,-0.92,1,0,1,1,
0,-0.8200000000000001,-0.92,1,0,1,1,
0,-0.8,-0.92,1,0,1,1,
0,-0.78,-0.92,1,0,1,1,
0,-0.76,-0.92,1,0,1,1,
0,-0.74,-0.92,1,0,1,1,
0,-0.72,-0.92,1,0,1,1,
0,-0.7,-0.92,1,0,1,1,
0,-0.6799999999999999,-0.92,1,0,1,1,
0,-0.6599999999999999,-0.92,1,0,1,1,
0,-0.64,-0.92,1,1,1,1,0.31853663184459985
0,-0.62,-0.92,0,0,2,2,
0,-0.6,-0.92,0,0,2,2,
0,-0.5800000000000001,-0.92,0,0,2,2,
0,-0.56,-0.92,0,0,2,2,
0,-0.54,-0.92,0,0,2,2,
0,-0.52,-0.92,0,0,2,2,
0,-0.5,-0.92,0,0,2,2,
0,-0.48,-0.92,0,0,2,2,
0,-0.45999999999999996,-0.92,0,0,2,2,
0,-0.43999999999999995,-0.92,0,0,2,2,
0,-0.42000000000000004,-0.92,0,0,2,2,
0,-0.4,-0.92,0,0,2,2,
0,-0.38,-0.92,0,0,2,2,
0,-0.36,-0.92,0,0,2,2,
0,-0.33999999999999997,-0.92,0,0,2,2,
0,-0.31999999999999995,-0.92,0,0,2,2,
0,-0.29999999999999993,-0.92,0,0,2,2,
0,-0.28,-0.92,0,0,2,2,
0,-0.26,-0.92,0,0,2,2,
0,-0.24,-0.92,0,0,2,2,
0,-0.21999999999999997,-0.92,0,0,2,2,
0,-0.19999999999999996,-0.92,0,0,2,2,
0,-0.17999999999999994,-0.92,0,0,2,2,
0,-0.16000000000000003,-0.92,0,0,2,2,
0,-0.14,-0.92,0,0,2,2,
0,-0.12,-0.92,0,0,2,2,
0,-0.09999999999999998,-0.92,0,0,2,2,
0,-0.07999999999999996,-0.92,0,0,2,2,
0,-0.05999999999999994,-0.92,0,0,2,2,
0,-0.040000000000000036,-0.92,0,0,2,2,
0,-0.020000000000000018,-0.92,0,0,2,2,
0,0.0,-0.92,0,0,2,2,
0,0.020000000000000018,-0.92,0,0,2,2,
0,0.040000000000000036,-0.92,0,0,2,2,
0,0.06000000000000005,-0.92,0,0,2,2,
0,0.08000000000000007,-0.92,0,0,2,2,
0,0.10000000000000009,-0.92,0,0,2,2,
0,0.1200000000000001,-0.92,0,0,2,2,
0,0.14000000000000012,-0.92,1,0,1,1,
0,0.15999999999999992,-0.92,1,0,1,1,
0,0.17999999999999994,-0.92,1,0,1,1,
0,0.19999999999999996,-0.92,1,0,1,1,
0,0.21999999999999997,-0.92,1,0,1,1,
0,0.24,-0.92,1,0,1,1,
0,0.26,-0.92,1,0,1,1,
0,0.28,-0.92,1,0,1,1,
0,0.30000000000000004,-0.92,1,0,1,1,
0,0.32000000000000006,-0.92,1,0,1,1,
0,0.3400000000000001,-0.92,1,0,1,1,
0,0.3600000000000001,-0.92,1,0,1,1,
0,0.3800000000000001,-0.92,1,0,1,1,
0,0.40000000000000013,-0.92,1,0,1,1,
0,0.41999999999999993,-0.92,1,0,1,1,
0,0.43999999999999995,-0.92,1,0,1,1,
0,0.45999999999999996,-0.92,1,0,1,1,
0,0.48,-0.92,1,0,1,1,
0,0.5,-0.92,1,0,1,1,
0,0.52,-0.92,1,0,1,1,
0,0.54,-0.92,1,0,1,1,
0,0.56,-0.92,1,0,1,1,
0,0.5800000000000001,-0.92,1,0,1,1,
0,0.6000000000000001,-0.92,1,0,1,1,
0,0.6200000000000001,-0.92,1,0,1,1,
0,0.6400000000000001,-0.92,1,0,1,1,
0,0.6600000000000001,-0.92,1,0,1,1,
0,0.6799999999999999,-0.92,1,0,1,1,
0,0.7,-0.92,1,0,1,1,
0,0.72,-0.92,1,0,1,1,
0,0.74,-0.92,1,0,1,1,
0,0.76,-0.92,1,0,1,1,
0,0.78,-0.92,1,0,1,1,
0,0.8,-0.92,1,0,1,1,
0,0.8200000000000001,-0.92,1,0,1,1,
0,0.8400000000000001,-0.92,1,0,1,1,
0,0.8600000000000001,-0.92,1,0,1,1,
0,0.8800000000000001,-0.92,1,0,1,1,
0,0.9000000000000001,-0.92,1,0,1,1,
0,0.9199999999999999,-0.92,1,0,1,1,
0,0.94,-0.92,1,0,1,1,
0,0.96,-0.92,1,0,1,1,
0,0.98,-0.92,1,0,1,1,
0,1.0,-0.92,1,0,1,1,
0,-1.0,-0.9,1,0,1,1,
0,-0.98,-0.9,1,0,1,1,
0,-0.96,-0.9,1,0,1,1,
0,-0.94,-0.9,1,0,1,1,
0,-0.92,-0.9,1,0,1,1,
0,-0.9,-0.9,1,0,1,1,
0,-0.88,-0.9,1,0,1,1,
0,-0.86,-0.9,1,0,1,1,
0,-0.84,-0.9,1,0,1,1,
0,-0.8200000000000001,-0.9,1,0,1,1,
0,-0.8,-0.9,1,0,1,1,
0,-0.78,-0.9,1,0,1,1,
0,-0.76,-0.9,1,0,1,1,
0,-0.74,-0.9,1,0,1,1,
0,-0.72,-0.9,1,0,1,1,
0,-0.7,-0.9,1,0,1,1,
0,-0.6799999999999999,-0.9,1,0,1,1,
0,-0.6599999999999999,-0.9,1,0,1,1,
0,-0.64,-0.9,1,1,1,1,0.39256123713329777
0,-0.62,-0.9,0,0,2,2,
0,-0.6,-0.9,0,0,2,2,
0,-0.5800000000000001,-0.9,0,0,2,2,
0,-0.56,-0.9,0,0,2,2,
0,-0.54,-0.9,0,0,2,2,
0,-0.52,-0.9,0,0,2,2,
0,-0.5,-0.9,0,0,2,2,
0,-0.48,-0.9,0,0,2,2,
0,-0.45999999999999996,-0.9,0,0,2,2,
0,-0.43999999999999995,-0.9,0,0,2,2,
0,-0.42000000000000004,-0.9,0,0,2,2,
0,-0.4,-0.9,0,0,2,2,
0,-0.38,-0.9,0,0,2,2,
0,-0.36,-0.9,0,0,2,2,
0,-0.33999999999999997,-0.9,0,0,2,2,
0,-0.31999999999999995,-0.9,0,0,2,2,
0,-0.29999999999999993,-0.9,0,0,2,2,
0,-0.28,-0.9,0,0,2,2,
0,-0.26,-0.9,0,0,2,2,
0,-0.24,-0.9,0,0,2,2,
0,-0.21999999999999997,-0.9,0,0,2,2,
0,-0.19999999999999996,-0.9,0,0,2,2,
0,-0.17999999999999994,-0.9,0,0,2,2,
0,-0.16000000000000003,-0.9,0,0,2,2,
0,-0.14,-0.9,0,0,2,2,
0,-0.12,-0.9,0,0,2,2,
0,-0.09999999999999998,-0.9,0,0,2,2,
0,-0.07999999999999996,-0.9,0,0,2,2,
0,-0.05999999999999994,-0.9,0,0,2,2,
0,-0.040000000000000036,-0.9,0,0,2,2,
0,-0.020000000000000018,-0.9,0,0,2,2,
0,0.0,-0.9,0,0,2,2,
0,0.020000000000000018,-0.9,0,0,2,2,
0,0.040000000000000036,-0.9,0,0,2,2,
0,0.06000000000000005,-0.9,0,0,2,2,
0,0.08000000000000007,-0.9,0,0,2,2,
0,0.10000000000000009,-0.9,0,0,2,2,
0,0.1200000000000001,-0.9,0,0,2,2,
0,0.14000000000000012,-0.9,1,0,1,1,
0,0.15999999999999992,-0.9,1,0,1,1,
0,0.17999999999999994,-0.9,1,0,1,1,
0,0.19999999999999996,-0.9,1,0,1,1,
0,0.21999999999999997,-0.9,1,0,1,1,
0,0.24,-0.9,1,0,1,1,
0,0.26,-0.9,1,0,1,1,
0,0.28,-0.9,1,0,1,1,
0,0.30000000000000004,-0.9,1,0,1,1,
0,0.32000000000000006,-0.9,1,0,1,1,
0,0.3400000000000001,-0.9,1,0,1,1,
0,0.3600000000000001,-0.9,1,0,1,1,
0,0.3800000000000001,-0.9,1,0,1,1,
0,0.40000000000000013,-0.9,1,0,1,1,
0,0.41999999999999993,-0.9,1,0,1,1,
0,0.43999999999999995,-0.9,1,0,1,1,
0,0.45999999999999996,-0.9,1,0,1,1,
0,0.48,-0.9,1,0,1,1,
0,0.5,-0.9,1,0,1,1,
0,0.52,-0.9,1,0,1,1,
0,0.54,-0.9,1,0,1,1,
0,0.56,-0.9,1,0,1,1,
0,0.5800000000000001,-0.9,1,0,1,1,
0,0.6000000000000001,-0.9,1,0,1,1,
0,0.6200000000000001,-0.9,1,0,1,1,
0,0.6400000000000001,-0.9,1,0,1,1,
0,0.6600000000000001,-0.9,1,0,1,1,
0,0.6799999999999999,-0.9,1,0,1,1,
0,0.7,-0.9,1,0,1,1,
0,0.72,-0.9,1,0,1,1,
0,0.74,-0.9,1,0,1,1,
0,0.76,-0.9,1,0,1,1,
0,0.78,-0.9,1,0,1,1,
0,0.8,-0.9,1,0,1,1,
0,0.8200000000000001,-0.9,1,0,1,1,
0,0.8400000000000001,-0.9,1,0,1,1,
0,0.8600000000000001,-0.9,1,0,1,1,
0,0.8800000000000001,-0.9,1,0,1,1,
0,0.9000000000000001,-0.9,1,0,1,1,
0,0.9199999999999999,-0.9,1,0,1,1,
0,0.94,-0.9,1,0,1,1,
